Open,High,Low,Close,Volume,MA3,MA5,RSI,Volatility,Trend
1730412840000,0.00449000,0.00449700,0.00449000,0.00449700,0.004495,0.0044924000000000006,50.0,5.683308895353173e-06,1
1730412900000,0.00450100,0.00450100,0.00450100,0.00450100,0.004497666666666667,0.0044934,50.0,6.024948132556864e-06,1
1730412960000,0.00450100,0.00450100,0.00450100,0.00450100,0.0044986666666666664,0.004496600000000001,50.0,4.5055521304275444e-06,1
1730413020000,0.00445300,0.00445800,0.00445300,0.00445800,0.004499666666666667,0.004499,25.0,1.8708286933867554e-06,1
1730413080000,0.00446400,0.00446400,0.00446400,0.00446400,0.004486666666666667,0.004491,25.0,1.8533752992850547e-05,0
1730413140000,0.00446400,0.00446400,0.00446400,0.00446400,0.004474333333333334,0.0044842,50.0,2.134713095476754e-05,0
1730413200000,0.00446500,0.00446600,0.00446400,0.00446400,0.004462,0.0044776,25.0,2.1501162759255427e-05,0
1730413260000,0.00446500,0.00446900,0.00446000,0.00446600,0.004464,0.0044702,25.0,1.741263908774299e-05,0
1730413320000,0.00446400,0.00446600,0.00446000,0.00446400,0.004464666666666666,0.0044632,50.0,3.033150177620651e-06,1
1730413380000,0.00446400,0.00446400,0.00446400,0.00446400,0.004464666666666666,0.0044644,25.0,8.944271910000346e-07,0
1730413440000,0.00446400,0.00446400,0.00446400,0.00446400,0.004464666666666666,0.0044643999999999994,25.0,8.944271910000346e-07,0
1730413500000,0.00446400,0.00446400,0.00446400,0.00446400,0.004464,0.0044643999999999994,25.0,8.944271910000346e-07,0
1730413560000,0.00445400,0.00446300,0.00445400,0.00446300,0.004464,0.0044643999999999994,0.0,8.944271910000346e-07,0
1730413620000,0.00446300,0.00446300,0.00446300,0.00446300,0.004463666666666667,0.0044637999999999995,0.0,4.472135955000173e-07,0
1730413680000,0.00446300,0.00446300,0.00446300,0.00446300,0.004463333333333334,0.004463600000000001,0.0,5.477225575052388e-07,0
1730413740000,0.00444600,0.00444600,0.00444600,0.00444600,0.004463,0.004463400000000001,0.0,5.477225575052388e-07,0
1730413800000,0.00444600,0.00444600,0.00444600,0.00444600,0.004457333333333333,0.0044598,0.0,7.726577508832607e-06,0
1730413860000,0.00444600,0.00444600,0.00444600,0.00444600,0.004451666666666667,0.0044562000000000004,0.0,9.311283477587635e-06,0
1730413920000,0.00444600,0.00444600,0.00444600,0.00444600,0.004446,0.0044528,0.0,9.311283477587635e-06,0
1730413980000,0.00444600,0.00444600,0.00444600,0.00444600,0.004446,0.004449400000000001,0.0,7.6026311234991305e-06,0
1730414040000,0.00444600,0.00444600,0.00444600,0.00444600,0.004446,0.004446,0.0,0.0,0
1730414100000,0.00444600,0.00444600,0.00444600,0.00444600,0.004446,0.004446,0.0,0.0,0
1730414160000,0.00444300,0.00445100,0.00444300,0.00445100,0.004446,0.004446,0.0,0.0,0
1730414220000,0.00445100,0.00445100,0.00445100,0.00445100,0.004447666666666667,0.004447,25.0,2.2360679774996985e-06,1
1730414280000,0.00445800,0.00446200,0.00445800,0.00446200,0.004449333333333334,0.004448,25.0,2.738612787525719e-06,1
1730414340000,0.00446300,0.00446300,0.00445700,0.00445800,0.004454666666666667,0.004451200000000001,50.0,6.534523701081622e-06,1
1730414400000,0.00445700,0.00445700,0.00445700,0.00445700,0.004457,0.0044536,50.0,6.34822809924141e-06,1
1730414460000,0.00445900,0.00446100,0.00445900,0.00446100,0.004459,0.0044558,25.0,4.764451699828552e-06,1
1730414520000,0.00445900,0.00446300,0.00445900,0.00446300,0.004458666666666666,0.0044578,50.0,4.324349662087793e-06,1
1730414580000,0.00446700,0.00447500,0.00446700,0.00447500,0.004460333333333333,0.0044602,50.0,2.5884358211088483e-06,1
1730414640000,0.00447600,0.00448100,0.00447600,0.00448100,0.0044663333333333334,0.0044628,75.0,7.224956747275286e-06,1
1730414700000,0.00448300,0.00448300,0.00448300,0.00448300,0.004473,0.004467399999999999,100.0,1.0139033484509186e-05,1
1730414760000,0.00448400,0.00448400,0.00448400,0.00448400,0.0044796666666666665,0.0044726,100.0,1.0139033484509298e-05,1
1730414820000,0.00447700,0.00448200,0.00447700,0.00448200,0.004482666666666667,0.004477200000000001,100.0,8.67179335547155e-06,1
1730414880000,0.00448200,0.00448200,0.00448200,0.00448200,0.004483,0.004481000000000001,75.0,3.535533905932839e-06,1
1730414940000,0.00446900,0.00447000,0.00446900,0.00447000,0.004482666666666667,0.0044824,50.0,1.1401754250992892e-06,1
1730415000000,0.00447000,0.00447000,0.00447000,0.00447000,0.004478,0.004480199999999999,25.0,5.7619441163551704e-06,0
1730415060000,0.00445800,0.00445800,0.00445800,0.00445800,0.004474,0.0044776,0.0,6.985699678629176e-06,0
1730415120000,0.00445800,0.00445800,0.00445800,0.00445800,0.004466,0.0044724,0.0,1.0039920318408787e-05,0
1730415180000,0.00445800,0.00445800,0.00445800,0.00445800,0.004462,0.0044676,0.0,1.0039920318408787e-05,0
1730415240000,0.00445800,0.00445800,0.00445800,0.00445800,0.004458,0.0044628,0.0,6.5726706900619155e-06,0
1730415300000,0.00444000,0.00444000,0.00444000,0.00444000,0.004458,0.0044604,0.0,5.366563145999432e-06,0
1730415360000,0.00444600,0.00444600,0.00444600,0.00444600,0.004452,0.0044544,0.0,8.049844718999148e-06,0
1730415420000,0.00444800,0.00444900,0.00444800,0.00444900,0.004448,0.004452,25.0,8.48528137423847e-06,0
1730415480000,0.00444900,0.00444900,0.00444900,0.00444900,0.004445,0.0044502,50.0,7.823042886243103e-06,0
1730415540000,0.00445200,0.00445300,0.00445200,0.00445300,0.004448,0.0044484,50.0,6.5038450166035424e-06,0
1730415600000,0.00445100,0.00445800,0.00445100,0.00445800,0.004450333333333333,0.0044474,75.0,4.827007354458781e-06,1
1730415660000,0.00445800,0.00446000,0.00445800,0.00446000,0.0044533333333333334,0.004451,75.0,4.636809247747906e-06,1
1730415720000,0.00444700,0.00444700,0.00444700,0.00444700,0.004457,0.004453799999999999,75.0,5.069516742254858e-06,1
1730415780000,0.00445300,0.00445300,0.00445300,0.00445300,0.004455000000000001,0.004453400000000001,75.0,5.594640292279806e-06,0
1730415840000,0.00445300,0.00445300,0.00445300,0.00445300,0.004453333333333334,0.0044542,75.0,5.0695167422545845e-06,0
1730415900000,0.00443700,0.00443700,0.00443700,0.00443700,0.004451000000000001,0.0044542,50.0,5.0695167422545845e-06,0
1730415960000,0.00443700,0.00443700,0.00443700,0.00443700,0.004447666666666667,0.004450000000000001,25.0,8.602325267042785e-06,0
1730416020000,0.00443000,0.00443000,0.00442600,0.00442800,0.004442333333333334,0.0044454,25.0,8.049844718999449e-06,0
1730416080000,0.00443200,0.00443600,0.00443200,0.00443600,0.004434,0.0044415999999999995,0.0,1.1036303729057417e-05,0
1730416140000,0.00443600,0.00443600,0.00443600,0.00443600,0.0044336666666666665,0.0044382,25.0,9.093954035511984e-06,0
1730416200000,0.00443600,0.00443600,0.00443600,0.00443600,0.004433333333333333,0.0044348,25.0,3.834057902536287e-06,0
1730416260000,0.00443600,0.00443600,0.00443600,0.00443600,0.004436,0.0044345999999999995,25.0,3.7148351242014498e-06,0
