Open,High,Low,Close,Volume,MA3,MA5,RSI,Volatility,Trend
1730412840000,0.43410000,0.43410000,0.43410000,0.43410000,0.43333333333333335,0.43328,25.0,8.366600265342488e-05,1
1730412900000,0.43450000,0.43520000,0.43450000,0.43520000,0.43356666666666666,0.43346,50.0,0.0003646916505762035,1
1730412960000,0.43520000,0.43520000,0.43520000,0.43520000,0.4342,0.43385999999999997,50.0,0.0008203657720797291,1
1730413020000,0.43250000,0.43250000,0.43250000,0.43250000,0.43483333333333335,0.43422,50.0,0.0009523654760647092,1
1730413080000,0.43250000,0.43250000,0.43250000,0.43250000,0.43429999999999996,0.43406,50.0,0.0011844830095868698,0
1730413140000,0.43140000,0.43140000,0.43140000,0.43140000,0.43339999999999995,0.43390000000000006,25.0,0.0013546217184143968,0
1730413200000,0.43050000,0.43050000,0.43050000,0.43050000,0.4321333333333333,0.43335999999999997,0.0,0.0017386776584519493,0
1730413260000,0.43110000,0.43140000,0.43110000,0.43140000,0.43146666666666667,0.4324199999999999,0.0,0.001765502761255266,0
1730413320000,0.43140000,0.43140000,0.43140000,0.43140000,0.4311,0.43166000000000004,25.0,0.0008502940667792516,0
1730413380000,0.43080000,0.43080000,0.43080000,0.43080000,0.4311,0.43144,25.0,0.0007092249290598859,0
1730413440000,0.43120000,0.43170000,0.43120000,0.43170000,0.4312,0.4311,25.0,0.00042426406871193083,0
1730413500000,0.43170000,0.43170000,0.43170000,0.43170000,0.4313,0.43116000000000004,50.0,0.0004929503017546425,1
1730413560000,0.43150000,0.43170000,0.43150000,0.43170000,0.4314,0.4314,25.0,0.0003674234614174589,1
1730413620000,0.43210000,0.43210000,0.43210000,0.43210000,0.4317,0.43146000000000007,25.0,0.00039115214431213925,1
1730413680000,0.43210000,0.43210000,0.43210000,0.43210000,0.4318333333333333,0.4316,50.0,0.00047958315233125677,1
1730413740000,0.43210000,0.43210000,0.43210000,0.43210000,0.4319666666666666,0.43186,25.0,0.00021908902300207272,1
1730413800000,0.43250000,0.43250000,0.43250000,0.43250000,0.4321,0.43194,25.0,0.00021908902300207272,1
1730413860000,0.43360000,0.43360000,0.43360000,0.43360000,0.4322333333333333,0.4321,50.0,0.0002828427124746271,1
1730413920000,0.43300000,0.43300000,0.43300000,0.43300000,0.43273333333333336,0.43248,50.0,0.0006496152707564693,1
1730413980000,0.43340000,0.43340000,0.43340000,0.43340000,0.4330333333333333,0.43266,50.0,0.0006426507605223865,1
1730414040000,0.43370000,0.43400000,0.43370000,0.43370000,0.43333333333333335,0.43292,75.0,0.000622093240599835,1
1730414100000,0.43400000,0.43400000,0.43400000,0.43400000,0.4333666666666667,0.43323999999999996,75.0,0.0004929503017546437,1
1730414160000,0.43400000,0.43510000,0.43400000,0.43510000,0.4337,0.43354,75.0,0.00037148351242013067,1
1730414220000,0.43510000,0.43510000,0.43510000,0.43510000,0.43426666666666663,0.43384,100.0,0.0007956129712366392,1
1730414280000,0.43470000,0.43500000,0.43470000,0.43500000,0.43473333333333336,0.43426,75.0,0.0007956129712366392,1
1730414340000,0.43570000,0.43600000,0.43570000,0.43600000,0.43506666666666666,0.43457999999999997,50.0,0.0006760177512462264,1
1730414400000,0.43440000,0.43440000,0.43440000,0.43440000,0.4353666666666667,0.43504000000000004,50.0,0.0007092249290598859,1
1730414460000,0.43440000,0.43440000,0.43440000,0.43440000,0.43513333333333337,0.43511999999999995,25.0,0.0005718391382198291,0
1730414520000,0.43440000,0.43440000,0.43440000,0.43440000,0.4349333333333334,0.43498000000000003,25.0,0.0006572670690061945,0
1730414580000,0.43440000,0.43440000,0.43440000,0.43440000,0.43439999999999995,0.43484000000000006,25.0,0.0006985699678629146,0
1730414640000,0.43440000,0.43440000,0.43440000,0.43440000,0.43439999999999995,0.4347200000000001,0.0,0.0007155417527999284,0
