Open,High,Low,Close,Volume,MA3,MA5,RSI,Volatility,Trend
1730412840000,2.39600000,2.39900000,2.39600000,2.39900000,2.39,2.3931999999999998,50.0,0.005449770637375545,0
1730412900000,2.40100000,2.40200000,2.40100000,2.40200000,2.3943333333333334,2.3933999999999997,75.0,0.005683308895353163,1
1730412960000,2.40500000,2.40600000,2.40300000,2.40300000,2.3986666666666667,2.3942,100.0,0.006685805860178759,1
1730413020000,2.40200000,2.40200000,2.40200000,2.40200000,2.4013333333333335,2.3976,100.0,0.005727128425310651,1
1730413080000,2.40300000,2.40300000,2.40300000,2.40300000,2.4023333333333334,2.4002000000000003,75.0,0.0032710854467592585,1
1730413140000,2.39800000,2.39800000,2.39800000,2.39800000,2.4026666666666667,2.4018000000000006,75.0,0.0016431676725155065,1
1730413200000,2.39300000,2.39300000,2.39300000,2.39300000,2.401,2.4015999999999997,50.0,0.0020736441353327363,0
1730413260000,2.39600000,2.39600000,2.39600000,2.39600000,2.398,2.3998,25.0,0.004324349662088024,0
1730413320000,2.39700000,2.40200000,2.39700000,2.40200000,2.3956666666666666,2.3984,50.0,0.004159326868617198,0
1730413380000,2.40200000,2.40200000,2.40200000,2.40200000,2.397,2.3984,50.0,0.004159326868617198,0
1730413440000,2.40200000,2.40200000,2.40200000,2.40200000,2.4,2.3982,50.0,0.0038987177379237316,1
1730413500000,2.39900000,2.39900000,2.39900000,2.39900000,2.402,2.399,50.0,0.004242640687119446,1
1730413560000,2.39900000,2.39900000,2.39900000,2.39900000,2.4010000000000002,2.4002000000000003,25.0,0.0026832815729998494,1
1730413620000,2.39900000,2.39900000,2.39900000,2.39900000,2.4,2.4008000000000003,0.0,0.0016431676725155607,0
1730413680000,2.39900000,2.39900000,2.39900000,2.39900000,2.399,2.4002000000000003,0.0,0.0016431676725155607,0
1730413740000,2.39900000,2.40000000,2.39900000,2.40000000,2.399,2.3996000000000004,0.0,0.0013416407864999247,0
1730413800000,2.40700000,2.41500000,2.40700000,2.41500000,2.3993333333333333,2.3992,25.0,0.0004472135954999087,1
1730413860000,2.41400000,2.41400000,2.41400000,2.41400000,2.4046666666666665,2.4024,50.0,0.007056911505750956,1
1730413920000,2.41400000,2.41400000,2.41400000,2.41400000,2.4096666666666664,2.4053999999999998,50.0,0.008324662155307019,1
1730413980000,2.41400000,2.41400000,2.41400000,2.41400000,2.4143333333333334,2.4084,50.0,0.008142481194328987,1
1730414040000,2.41400000,2.41400000,2.41400000,2.41400000,2.414,2.4113999999999995,25.0,0.006387487769068614,1
1730414100000,2.41400000,2.41400000,2.41400000,2.41400000,2.414,2.4142,0.0,0.0004472135954999087,0
1730414160000,2.41400000,2.41400000,2.41400000,2.41400000,2.414,2.414,0.0,0.0,0
1730414220000,2.41400000,2.41400000,2.41400000,2.41400000,2.414,2.414,0.0,0.0,0
1730414280000,2.40700000,2.40700000,2.40700000,2.40700000,2.414,2.414,0.0,0.0,0
1730414340000,2.40600000,2.41000000,2.40600000,2.41000000,2.4116666666666666,2.4126000000000003,0.0,0.003130495168499758,0
1730414400000,2.41000000,2.41000000,2.41000000,2.41000000,2.4103333333333334,2.4118000000000004,25.0,0.003193743884534307,0
1730414460000,2.41000000,2.41000000,2.41000000,2.41000000,2.4090000000000003,2.411,25.0,0.0030000000000000395,0
1730414520000,2.41000000,2.41000000,2.41000000,2.41000000,2.41,2.4102,25.0,0.0024899799195977844,0
1730414580000,2.41000000,2.41000000,2.41000000,2.41000000,2.41,2.4094,25.0,0.0013416407864999247,1
1730414640000,2.41000000,2.41000000,2.41000000,2.41000000,2.41,2.41,0.0,0.0,0
1730414700000,2.41000000,2.41000000,2.41000000,2.41000000,2.41,2.41,0.0,0.0,0
1730414760000,2.40600000,2.40600000,2.40300000,2.40400000,2.41,2.41,0.0,0.0,0
1730414820000,2.40600000,2.41100000,2.40600000,2.41100000,2.408,2.4088000000000003,0.0,0.0026832815729998494,0
1730414880000,2.41300000,2.41800000,2.41200000,2.41800000,2.408333333333333,2.409,25.0,0.002828427124746271,1
1730414940000,2.42000000,2.42700000,2.42000000,2.42700000,2.411,2.4106,50.0,0.004979959839195569,1
1730415000000,2.42700000,2.42700000,2.42700000,2.42700000,2.4186666666666667,2.414,75.0,0.008803408430829544,1
1730415060000,2.42700000,2.42700000,2.42700000,2.42700000,2.424,2.4173999999999998,75.0,0.010064790112068952,1
1730415120000,2.41400000,2.41400000,2.41400000,2.41400000,2.427,2.4219999999999997,50.0,0.007280109889280509,1
1730415180000,2.40900000,2.40900000,2.40900000,2.40900000,2.4226666666666667,2.4226,25.0,0.006188699378706267,0
1730415240000,2.40900000,2.40900000,2.40900000,2.40900000,2.4166666666666665,2.4208,0.0,0.008671793355471582,0
1730415300000,2.40900000,2.40900000,2.40900000,2.40900000,2.4106666666666667,2.4172,0.0,0.009176055797563667,0
1730415360000,2.40900000,2.40900000,2.40900000,2.40900000,2.409,2.4135999999999997,0.0,0.0077974354758472775,0
1730415420000,2.40900000,2.40900000,2.40900000,2.40900000,2.409,2.41,0.0,0.002236067977499941,0
1730415480000,2.40200000,2.40700000,2.40200000,2.40700000,2.409,2.409,0.0,0.0,0
1730415540000,2.40700000,2.40700000,2.40700000,2.40700000,2.408333333333333,2.4086,0.0,0.0008944271909998174,0
1730415600000,2.40700000,2.40700000,2.40700000,2.40700000,2.4076666666666666,2.4082,0.0,0.0010954451150102117,0
1730415660000,2.40700000,2.40700000,2.40700000,2.40700000,2.407,2.4078,0.0,0.0010954451150102117,0
1730415720000,2.40700000,2.40700000,2.40700000,2.40700000,2.407,2.4074,0.0,0.0008944271909998174,0
1730415780000,2.40700000,2.40700000,2.40700000,2.40700000,2.407,2.407,0.0,0.0,0
1730415840000,2.40700000,2.40700000,2.40700000,2.40700000,2.407,2.407,0.0,0.0,0
1730415900000,2.40700000,2.40700000,2.40700000,2.40700000,2.407,2.407,0.0,0.0,0
1730415960000,2.40700000,2.40700000,2.40700000,2.40700000,2.407,2.407,0.0,0.0,0
1730416020000,2.39100000,2.39100000,2.39000000,2.39000000,2.407,2.407,0.0,0.0,0
1730416080000,2.39200000,2.39300000,2.39200000,2.39300000,2.4013333333333335,2.4036,0.0,0.007602631123499242,0
1730416140000,2.39800000,2.39900000,2.39800000,2.39900000,2.396666666666667,2.4008000000000003,25.0,0.008555699854482998,0
